Cinema,Latitude,Longitude,Number of Records,Number,Screens,Seatss,Year
גת,32.079419,34.7804967,1,21,1,0,2000
גת,32.079419,34.7804967,1,21,1,0,2001
גת,32.079419,34.7804967,1,21,1,0,2002
גת,32.079419,34.7804967,1,21,1,0,2003
גת,32.079419,34.7804967,1,21,1,0,2004
גת,32.079419,34.7804967,1,21,1,0,2005
גת,32.079419,34.7804967,1,21,1,0,2006
גת,32.079419,34.7804967,1,21,1,0,2007
גת,32.079419,34.7804967,1,21,1,0,2008
גת,32.079419,34.7804967,1,21,1,0,2009
גת,32.079419,34.7804967,1,21,1,0,2010
גת,32.079419,34.7804967,1,21,1,0,2011
גת,32.079419,34.7804967,1,21,1,0,2012
גת,32.079419,34.7804967,1,21,1,0,2013
גת,32.079419,34.7804967,1,21,1,0,2014
גת,32.079419,34.7804967,1,21,1,0,2015
דן,32.0755017,34.7644356,1,23,1,0,1950
דן,32.0755017,34.7644356,1,23,1,0,1951
דן,32.0755017,34.7644356,1,23,1,0,1952
דן,32.0755017,34.7644356,1,23,1,0,1953
דן,32.0755017,34.7644356,1,23,1,0,1954
דן,32.0755017,34.7644356,1,23,1,0,1955
דן,32.0755017,34.7644356,1,23,1,0,1956
דן,32.0755017,34.7644356,1,23,1,0,1957
דן,32.0755017,34.7644356,1,23,1,0,1958
דן,32.0755017,34.7644356,1,23,1,0,1959
דן,32.0755017,34.7644356,1,23,1,0,1960
דן,32.0755017,34.7644356,1,23,1,0,1961
דן,32.0755017,34.7644356,1,23,1,0,1962
דן,32.0755017,34.7644356,1,23,1,0,1963
דן,32.0755017,34.7644356,1,23,1,0,1964
דן,32.0755017,34.7644356,1,23,1,0,1965
דן,32.0755017,34.7644356,1,23,1,0,1966
דן,32.0755017,34.7644356,1,23,1,0,1967
דן,32.0755017,34.7644356,1,23,1,0,1968
דן,32.0755017,34.7644356,1,23,1,0,1969
דן,32.0755017,34.7644356,1,23,1,0,1970
דן,32.0755017,34.7644356,1,23,1,0,1971
דן,32.0755017,34.7644356,1,23,1,0,1972
דן,32.0755017,34.7644356,1,23,1,0,1973
דן,32.0755017,34.7644356,1,23,1,0,1974
דן,32.0755017,34.7644356,1,23,1,0,1975
דן,32.0755017,34.7644356,1,23,1,0,1976
דן,32.0755017,34.7644356,1,23,1,0,1977
דן,32.0755017,34.7644356,1,23,1,0,1978
דן,32.0755017,34.7644356,1,23,1,0,1979
דן,32.0755017,34.7644356,1,23,1,0,1980
דקל,32.0950875,34.7962313,1,24,1,0,1970
דקל,32.0950875,34.7962313,1,24,1,0,1971
דקל,32.0950875,34.7962313,1,24,1,0,1972
דקל,32.0950875,34.7962313,1,24,1,0,1973
דקל,32.0950875,34.7962313,1,24,1,0,1974
דקל,32.0950875,34.7962313,1,24,1,0,1975
דקל,32.0950875,34.7962313,1,24,1,0,1976
דקל,32.0950875,34.7962313,1,24,1,0,1977
דקל,32.0950875,34.7962313,1,24,1,0,1978
דקל,32.0950875,34.7962313,1,24,1,0,1979
דקל,32.0950875,34.7962313,1,24,1,0,1980
דקל,32.0950875,34.7962313,1,24,1,0,1981
דקל,32.0950875,34.7962313,1,24,1,0,1982
דקל,32.0950875,34.7962313,1,24,1,0,1983
דקל,32.0950875,34.7962313,1,24,1,0,1984
דקל,32.0950875,34.7962313,1,24,1,0,1985
דקל,32.0950875,34.7962313,1,24,1,0,1986
דקל,32.0950875,34.7962313,1,24,1,0,1987
דקל,32.0950875,34.7962313,1,24,1,0,1988
דקל,32.0950875,34.7962313,1,24,1,0,1989
דקל,32.0950875,34.7962313,1,24,1,0,1990
דקל,32.0950875,34.7962313,1,24,1,0,1991
דקל,32.0950875,34.7962313,1,24,1,0,1992
דקל,32.0950875,34.7962313,1,24,1,0,1993
דקל,32.0950875,34.7962313,1,24,1,0,1994
דקל,32.0950875,34.7962313,1,24,1,0,1995
דקל,32.0950875,34.7962313,1,24,1,0,1996
דרייב אין,32.0602476,34.7890213,1,26,1,0,1973
דרייב אין,32.0602476,34.7890213,1,26,1,0,1974
דרייב אין,32.0602476,34.7890213,1,26,1,0,1975
דרייב אין,32.0602476,34.7890213,1,26,1,0,1976
דרייב אין,32.0602476,34.7890213,1,26,1,0,1977
דרייב אין,32.0602476,34.7890213,1,26,1,0,1978
דרייב אין,32.0602476,34.7890213,1,26,1,0,1979
דרייב אין,32.0602476,34.7890213,1,26,1,0,1980
דרייב אין,32.0602476,34.7890213,1,26,1,0,1981
דרייב אין,32.0602476,34.7890213,1,26,1,0,1982
דרייב אין,32.0602476,34.7890213,1,26,1,0,1983
דרייב אין,32.0602476,34.7890213,1,26,1,0,1984
דרייב אין,32.0602476,34.7890213,1,26,1,0,1985
דרייב אין,32.0602476,34.7890213,1,26,1,0,1986
דרייב אין,32.0602476,34.7890213,1,26,1,0,1987
דרייב אין,32.0602476,34.7890213,1,26,1,0,1988
דרייב אין,32.0602476,34.7890213,1,26,1,0,1989
דרייב אין,32.0602476,34.7890213,1,26,1,0,1990
דרייב אין,32.0602476,34.7890213,1,26,1,0,1991
דרייב אין,32.0602476,34.7890213,1,26,1,0,1992
דרייב אין,32.0602476,34.7890213,1,26,1,0,1993
דרייב אין,32.0602476,34.7890213,1,26,1,0,1994
דרייב אין,32.0602476,34.7890213,1,26,1,0,1995
דרייב אין,32.0602476,34.7890213,1,26,1,0,1996
דרייב אין,32.0602476,34.7890213,1,26,1,0,1997
דרייב אין,32.0602476,34.7890213,1,26,1,0,1998
דרייב אין,32.0602476,34.7890213,1,26,1,0,1999
דרייב אין,32.0602476,34.7890213,1,26,1,0,2000
הוד,32.0793175,34.7717603,1,27,1,0,1961
הוד,32.0793175,34.7717603,1,27,1,0,1962
הוד,32.0793175,34.7717603,1,27,1,0,1963
הוד,32.0793175,34.7717603,1,27,1,0,1964
הוד,32.0793175,34.7717603,1,27,1,0,1965
הוד,32.0793175,34.7717603,1,27,1,0,1966
הוד,32.0793175,34.7717603,1,27,1,0,1967
הוד,32.0793175,34.7717603,1,27,1,0,1968
הוד,32.0793175,34.7717603,1,27,1,0,1969
הוד,32.0793175,34.7717603,1,27,1,0,1970
הוד,32.0793175,34.7717603,1,27,1,0,1971
הוד,32.0793175,34.7717603,1,27,1,0,1972
הוד,32.0793175,34.7717603,1,27,1,0,1973
הוד,32.0793175,34.7717603,1,27,1,0,1974
הוד,32.0793175,34.7717603,1,27,1,0,1975
הוד,32.0793175,34.7717603,1,27,1,0,1976
הוד,32.0793175,34.7717603,1,27,1,0,1977
הוד,32.0793175,34.7717603,1,27,1,0,1978
הוד,32.0793175,34.7717603,1,27,1,0,1979
הוד,32.0793175,34.7717603,1,27,1,0,1980
הוד,32.0793175,34.7717603,1,27,1,0,1981
הוד,32.0793175,34.7717603,1,27,1,0,1982
הוד,32.0793175,34.7717603,1,27,1,0,1983
הוד,32.0793175,34.7717603,1,27,1,0,1984
הוד,32.0793175,34.7717603,1,27,1,0,1985
הוד,32.0793175,34.7717603,1,27,1,0,1986
הוד,32.0793175,34.7717603,1,27,1,0,1987
הוד,32.0793175,34.7717603,1,27,1,0,1988
הוד,32.0793175,34.7717603,1,27,1,0,1989
הוד,32.0793175,34.7717603,1,27,1,0,1990
הוד,32.0793175,34.7717603,1,28,4,0,1990
הוד,32.0793175,34.7717603,1,28,4,0,1991
הוד,32.0793175,34.7717603,1,28,4,0,1992
הוד,32.0793175,34.7717603,1,28,4,0,1993
הוד,32.0793175,34.7717603,1,28,4,0,1994
הוד,32.0793175,34.7717603,1,28,4,0,1995
הוד,32.0793175,34.7717603,1,28,4,0,1996
הוד,32.0793175,34.7717603,1,28,4,0,1997
הוד,32.0793175,34.7717603,1,28,4,0,1998
הוד,32.0793175,34.7717603,1,28,4,0,1999
הוד,32.0793175,34.7717603,1,28,4,0,2000
הוד,32.0793175,34.7717603,1,28,4,0,2001
הוד,32.0793175,34.7717603,1,28,4,0,2002
הוד,32.0793175,34.7717603,1,28,4,0,2003
הוד,32.0793175,34.7717603,1,28,4,0,2004
הוד,32.0793175,34.7717603,1,28,4,0,2005
הוד,32.0793175,34.7717603,1,28,4,0,2006
הוד,32.0793175,34.7717603,1,28,4,0,2007
הסינרמה,32.0646035,34.7891593,1,29,1,0,1966
הסינרמה,32.0646035,34.7891593,1,29,1,0,1967
הסינרמה,32.0646035,34.7891593,1,29,1,0,1968
הסינרמה,32.0646035,34.7891593,1,29,1,0,1969
הסינרמה,32.0646035,34.7891593,1,29,1,0,1970
הסינרמה,32.0646035,34.7891593,1,29,1,0,1971
זוהר,32.0549661,34.7727874,1,30,1,0,1948
זוהר,32.0549661,34.7727874,1,30,1,0,1949
זוהר,32.0549661,34.7727874,1,30,1,0,1950
זוהר,32.0549661,34.7727874,1,30,1,0,1951
זוהר,32.0549661,34.7727874,1,30,1,0,1952
זוהר,32.0549661,34.7727874,1,30,1,0,1953
זוהר,32.0549661,34.7727874,1,30,1,0,1954
זוהר,32.0549661,34.7727874,1,30,1,0,1955
זוהר,32.0549661,34.7727874,1,30,1,0,1956
זוהר,32.0549661,34.7727874,1,30,1,0,1957
זוהר,32.0549661,34.7727874,1,30,1,0,1958
זוהר,32.0549661,34.7727874,1,30,1,0,1959
זוהר,32.0549661,34.7727874,1,30,1,0,1960
זוהר,32.0549661,34.7727874,1,30,1,0,1961
זוהר,32.0549661,34.7727874,1,30,1,0,1962
זוהר,32.0549661,34.7727874,1,30,1,0,1963
זוהר,32.0549661,34.7727874,1,30,1,0,1964
זוהר,32.0549661,34.7727874,1,30,1,0,1965
זוהר,32.0549661,34.7727874,1,30,1,0,1966
זוהר,32.0549661,34.7727874,1,30,1,0,1967
זוהר,32.0549661,34.7727874,1,30,1,0,1968
זוהר,32.0549661,34.7727874,1,30,1,0,1969
זוהר,32.0549661,34.7727874,1,30,1,0,1970
זוהר,32.0549661,34.7727874,1,30,1,0,1971
זוהר,32.0549661,34.7727874,1,30,1,0,1972
זוהר,32.0549661,34.7727874,1,30,1,0,1973
זוהר,32.0549661,34.7727874,1,30,1,0,1974
זוהר,32.0549661,34.7727874,1,30,1,0,1975
זמיר,32.0728086,34.7662056,1,31,1,0,1952
זמיר,32.0728086,34.7662056,1,31,1,0,1953
זמיר,32.0728086,34.7662056,1,31,1,0,1954
זמיר,32.0728086,34.7662056,1,31,1,0,1955
זמיר,32.0728086,34.7662056,1,31,1,0,1956
זמיר,32.0728086,34.7662056,1,31,1,0,1957
זמיר,32.0728086,34.7662056,1,31,1,0,1958
זמיר,32.0728086,34.7662056,1,31,1,0,1959
זמיר,32.0728086,34.7662056,1,31,1,0,1960
זמיר,32.0728086,34.7662056,1,31,1,0,1961
זמיר,32.0728086,34.7662056,1,31,1,0,1962
זמיר,32.0728086,34.7662056,1,31,1,0,1963
זמיר,32.0728086,34.7662056,1,31,1,0,1964
זמיר,32.0728086,34.7662056,1,31,1,0,1965
זמיר,32.0728086,34.7662056,1,31,1,0,1966
זמיר,32.0728086,34.7662056,1,31,1,0,1967
זמיר,32.0728086,34.7662056,1,31,1,0,1968
זמיר,32.0728086,34.7662056,1,31,1,0,1969
זמיר,32.0728086,34.7662056,1,31,1,0,1970
זמיר,32.0728086,34.7662056,1,31,1,0,1971
זמיר,32.0728086,34.7662056,1,31,1,0,1972
זמיר,32.0728086,34.7662056,1,31,1,0,1973
זמיר,32.0728086,34.7662056,1,31,1,0,1974
זמיר,32.0728086,34.7662056,1,31,1,0,1975
זמיר,32.0728086,34.7662056,1,31,1,0,1976
זמיר,32.0728086,34.7662056,1,31,1,0,1977
זמיר,32.0728086,34.7662056,1,31,1,0,1978
זמיר,32.0728086,34.7662056,1,31,1,0,1979
זמיר,32.0728086,34.7662056,1,31,1,0,1980
ירון,32.0730436,34.7628119,1,33,1,1042,1958
ירון,32.0730436,34.7628119,1,33,1,1042,1959
ירון,32.0730436,34.7628119,1,33,1,1042,1960
ירון,32.0730436,34.7628119,1,33,1,1042,1961
ירון,32.0730436,34.7628119,1,33,1,1042,1962
ירון,32.0730436,34.7628119,1,33,1,1042,1963
ירון,32.0730436,34.7628119,1,33,1,1042,1964
ירון,32.0730436,34.7628119,1,33,1,1042,1965
ירון,32.0730436,34.7628119,1,33,1,1042,1966
ירון,32.0730436,34.7628119,1,33,1,1042,1967
ירון,32.0730436,34.7628119,1,33,1,1042,1968
ירון,32.0730436,34.7628119,1,33,1,1042,1969
ירון,32.0730436,34.7628119,1,33,1,1042,1970
ירון,32.0730436,34.7628119,1,33,1,1042,1971
ירון,32.0730436,34.7628119,1,33,1,1042,1972
לב אביב,32.1128955,34.7949723,1,34,4,0,1997
לב אביב,32.1128955,34.7949723,1,34,4,0,1998
לב אביב,32.1128955,34.7949723,1,34,4,0,1999
לב אביב,32.1128955,34.7949723,1,34,4,0,2000
לב אביב,32.1128955,34.7949723,1,34,4,0,2001
לב אביב,32.1128955,34.7949723,1,34,4,0,2002
לב אביב,32.1128955,34.7949723,1,34,4,0,2003
לב אביב,32.1128955,34.7949723,1,34,4,0,2004
לב אביב,32.1128955,34.7949723,1,34,4,0,2005
לב אביב,32.1128955,34.7949723,1,34,4,0,2006
לב אביב,32.1128955,34.7949723,1,34,4,0,2007
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1980
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1981
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1982
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1983
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1984
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1985
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1986
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1987
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1988
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1989
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1990
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1991
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1992
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1993
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1994
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1995
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1996
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1997
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1998
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,1999
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2000
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2001
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2002
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2003
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2004
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2005
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2006
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2007
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2008
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2009
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2010
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2011
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2012
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2013
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2014
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2015
לב דיזינגוף,32.0750602,34.7747506,1,35,5,0,2016
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2008
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2009
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2010
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2011
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2012
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2013
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2014
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2015
לב מנדרין,32.1433144,34.7910887,1,36,1,0,2016
לונדון,32.0749779,34.7795912,1,37,1,0,2004
לונדון,32.0749779,34.7795912,1,37,1,0,2005
לונדון,32.0749779,34.7795912,1,37,1,0,2006
לימור,32.0749779,34.7795912,1,38,1,0,1970
לימור,32.0749779,34.7795912,1,38,1,0,1971
לימור,32.0749779,34.7795912,1,38,1,0,1972
לימור,32.0749779,34.7795912,1,38,1,0,1973
לימור,32.0749779,34.7795912,1,38,1,0,1974
לימור,32.0749779,34.7795912,1,38,1,0,1975
לימור,32.0749779,34.7795912,1,38,1,0,1976
לימור,32.0749779,34.7795912,1,38,1,0,1977
לימור,32.0749779,34.7795912,1,38,1,0,1978
לימור,32.0749779,34.7795912,1,38,1,0,1979
לימור,32.0749779,34.7795912,1,38,1,0,1980
לימור,32.0749779,34.7795912,1,38,1,0,1981
לימור,32.0749779,34.7795912,1,38,1,0,1982
לימור,32.0749779,34.7795912,1,38,1,0,1983
לימור,32.0749779,34.7795912,1,38,1,0,1984
לימור,32.0749779,34.7795912,1,38,1,0,1985
לימור,32.0749779,34.7795912,1,38,1,0,1986
לימור,32.0749779,34.7795912,1,38,1,0,1987
לימור,32.0749779,34.7795912,1,38,1,0,1988
לימור,32.0749779,34.7795912,1,38,1,0,1989
לימור,32.0749779,34.7795912,1,38,1,0,1990
לימור,32.0749779,34.7795912,1,38,1,0,1991
לימור,32.0749779,34.7795912,1,38,1,0,1992
לימור,32.0749779,34.7795912,1,38,1,0,1993
מגדלור,32.0728565,34.7681741,1,39,1,942,1935
מגדלור,32.0728565,34.7681741,1,39,1,942,1936
מגדלור,32.0728565,34.7681741,1,39,1,942,1937
מגדלור,32.0728565,34.7681741,1,39,1,942,1938
מגדלור,32.0728565,34.7681741,1,39,1,942,1939
מגדלור,32.0728565,34.7681741,1,39,1,942,1940
מגדלור,32.0728565,34.7681741,1,39,1,942,1941
מגדלור,32.0728565,34.7681741,1,39,1,942,1942
מגדלור,32.0728565,34.7681741,1,39,1,942,1943
מגדלור,32.0728565,34.7681741,1,39,1,942,1944
מגדלור,32.0728565,34.7681741,1,39,1,942,1945
מגדלור,32.0728565,34.7681741,1,39,1,942,1946
מגדלור,32.0728565,34.7681741,1,39,1,942,1947
מגדלור,32.0728565,34.7681741,1,39,1,942,1948
מגדלור,32.0728565,34.7681741,1,39,1,942,1949
מגדלור,32.0728565,34.7681741,1,39,1,942,1950
מגדלור,32.0728565,34.7681741,1,39,1,942,1951
מגדלור,32.0728565,34.7681741,1,39,1,942,1952
מגדלור,32.0728565,34.7681741,1,39,1,942,1953
מגדלור,32.0728565,34.7681741,1,39,1,942,1954
מגדלור,32.0728565,34.7681741,1,39,1,942,1955
מגדלור,32.0728565,34.7681741,1,39,1,942,1956
מגדלור,32.0728565,34.7681741,1,39,1,942,1957
מגדלור,32.0728565,34.7681741,1,39,1,942,1958
מגדלור,32.0728565,34.7681741,1,39,1,942,1959
מגדלור,32.0728565,34.7681741,1,39,1,942,1960
מגדלור,32.0728565,34.7681741,1,39,1,942,1961
מגדלור,32.0728565,34.7681741,1,39,1,942,1962
מגדלור,32.0728565,34.7681741,1,39,1,942,1963
מוגרבי,32.0728235,34.7661383,1,40,2,0,1930
מוגרבי,32.0728235,34.7661383,1,40,2,0,1931
מוגרבי,32.0728235,34.7661383,1,40,2,0,1932
מוגרבי,32.0728235,34.7661383,1,40,2,0,1933
מוגרבי,32.0728235,34.7661383,1,40,2,0,1934
מוגרבי,32.0728235,34.7661383,1,40,2,0,1935
מוגרבי,32.0728235,34.7661383,1,40,2,0,1936
מוגרבי,32.0728235,34.7661383,1,40,2,0,1937
מוגרבי,32.0728235,34.7661383,1,40,2,0,1938
מוגרבי,32.0728235,34.7661383,1,40,2,0,1939
מוגרבי,32.0728235,34.7661383,1,40,2,0,1940
מוגרבי,32.0728235,34.7661383,1,40,2,0,1941
מוגרבי,32.0728235,34.7661383,1,40,2,0,1942
מוגרבי,32.0728235,34.7661383,1,40,2,0,1943
מוגרבי,32.0728235,34.7661383,1,40,2,0,1944
מוגרבי,32.0728235,34.7661383,1,40,2,0,1945
מוגרבי,32.0728235,34.7661383,1,40,2,0,1946
מוגרבי,32.0728235,34.7661383,1,40,2,0,1947
מוגרבי,32.0728235,34.7661383,1,40,2,0,1948
מוגרבי,32.0728235,34.7661383,1,40,2,0,1949
מוגרבי,32.0728235,34.7661383,1,40,2,0,1950
מוגרבי,32.0728235,34.7661383,1,40,2,0,1951
מוגרבי,32.0728235,34.7661383,1,40,2,0,1952
מוגרבי,32.0728235,34.7661383,1,40,2,0,1953
מוגרבי,32.0728235,34.7661383,1,40,2,0,1954
מוגרבי,32.0728235,34.7661383,1,40,2,0,1955
מוגרבי,32.0728235,34.7661383,1,40,2,0,1956
מוגרבי,32.0728235,34.7661383,1,40,2,0,1957
מוגרבי,32.0728235,34.7661383,1,40,2,0,1958
מוגרבי,32.0728235,34.7661383,1,40,2,0,1959
מוגרבי,32.0728235,34.7661383,1,40,2,0,1960
מוגרבי,32.0728235,34.7661383,1,40,2,0,1961
מוגרבי,32.0728235,34.7661383,1,40,2,0,1962
מוגרבי,32.0728235,34.7661383,1,40,2,0,1963
מוגרבי,32.0728235,34.7661383,1,40,2,0,1964
מוגרבי,32.0728235,34.7661383,1,40,2,0,1965
מוגרבי,32.0728235,34.7661383,1,40,2,0,1966
מוגרבי,32.0728235,34.7661383,1,40,2,0,1967
מוגרבי,32.0728235,34.7661383,1,40,2,0,1968
מוגרבי,32.0728235,34.7661383,1,40,2,0,1969
מוגרבי,32.0728235,34.7661383,1,40,2,0,1970
מוגרבי,32.0728235,34.7661383,1,40,2,0,1971
מוגרבי,32.0728235,34.7661383,1,40,2,0,1972
מוגרבי,32.0728235,34.7661383,1,40,2,0,1973
מוגרבי,32.0728235,34.7661383,1,40,2,0,1974
מוגרבי,32.0728235,34.7661383,1,40,2,0,1975
מוגרבי,32.0728235,34.7661383,1,40,2,0,1976
מוגרבי,32.0728235,34.7661383,1,40,2,0,1977
מוגרבי,32.0728235,34.7661383,1,40,2,0,1978
מוגרבי,32.0728235,34.7661383,1,40,2,0,1979
מוגרבי,32.0728235,34.7661383,1,40,2,0,1980
מוגרבי,32.0728235,34.7661383,1,40,2,0,1981
מוגרבי,32.0728235,34.7661383,1,40,2,0,1982
מוגרבי,32.0728235,34.7661383,1,40,2,0,1983
מוגרבי,32.0728235,34.7661383,1,40,2,0,1984
מוגרבי,32.0728235,34.7661383,1,40,2,0,1985
מוגרבי,32.0728235,34.7661383,1,40,2,0,1986
מור,32.1113274,34.8245952,1,41,1,0,1959
מור,32.1113274,34.8245952,1,41,1,0,1960
מור,32.1113274,34.8245952,1,41,1,0,1961
מור,32.1113274,34.8245952,1,41,1,0,1962
מור,32.1113274,34.8245952,1,41,1,0,1963
מור,32.1113274,34.8245952,1,41,1,0,1964
מור,32.1113274,34.8245952,1,41,1,0,1965
מור,32.1113274,34.8245952,1,41,1,0,1966
מור,32.1113274,34.8245952,1,41,1,0,1967
מור,32.1113274,34.8245952,1,41,1,0,1968
מור,32.1113274,34.8245952,1,41,1,0,1969
מור,32.1113274,34.8245952,1,41,1,0,1970
מרכז,32.059869,34.778314,1,43,1,0,1956
מרכז,32.059869,34.778314,1,43,1,0,1957
מרכז,32.059869,34.778314,1,43,1,0,1958
מרכז,32.059869,34.778314,1,43,1,0,1959
מרכז,32.059869,34.778314,1,43,1,0,1960
מרכז,32.059869,34.778314,1,43,1,0,1961
מרכז,32.059869,34.778314,1,43,1,0,1962
מרכז,32.059869,34.778314,1,43,1,0,1963
מרכז,32.059869,34.778314,1,43,1,0,1964
מרכז,32.059869,34.778314,1,43,1,0,1965
מרכז,32.059869,34.778314,1,43,1,0,1966
מרכז,32.059869,34.778314,1,43,1,0,1967
מרכז,32.059869,34.778314,1,43,1,0,1968
מרכז,32.059869,34.778314,1,43,1,0,1969
מרכז,32.059869,34.778314,1,43,1,0,1970
מרכז,32.059869,34.778314,1,43,1,0,1971
מרכז,32.059869,34.778314,1,43,1,0,1972
